訂單號,訂單日期,顧客姓名,訂單等級,訂單數量,銷售額,折扣點,運輸方式,利潤額,單價,運輸成本,區域,省份,城市,產品類別,產品子類別,產品名稱,產品包箱,運送日期,,
58086,2011/3/10,魏麗,中級,31,1638.2,0.1,火車,471.22,55.98,13.88,華南,湖北,黃岡,辦公用品,紙張,Xerox 1897,小型箱子,2011/3/11,,
58113,2012/2/1,張弛,高級,48,362.71,0.07,火車,-88.95,7.68,6.16,華北,山西,太原,辦公用品,夾子及其配件,"Sauder Forest Hills Library, Woodland Oak Finish",小型箱子,2012/2/3,,
58113,2012/2/1,韓民,高級,12,2077.1875,0.05,空運,-38.07,200.99,4.2,華北,內蒙古,烏蘭察布,技術產品,電話通信產品,Epson Stylus 1520 Color Inkjet Printer,小型箱子,2012/2/3,,
58116,2009/3/28,吳千郡,中級,6,171.77,0.01,大卡,-59.88,25.98,14.36,華北,山西,太原,傢俱產品,椅子,"Bush Westfield Collection Bookcases, Fully Assembled",巨型木箱,2009/3/29,,
58117,2011/2/20,吳千郡,中級,42,134.86,0.04,火車,-62.84,3.14,1.92,華北,內蒙古,烏蘭察布,辦公用品,剪刀，尺子，鋸,Xerox 1952,打包紙袋,2011/2/21,,
58144,2009/12/16,逄金龍,低級,29,778.38,0.01,火車,257.32,26.38,5.86,東北,吉林,長春,辦公用品,紙張,"Wilson Jones Hanging View Binder, White, 1""",小型箱子,2009/12/23,,
58145,2012/5/16,逄金龍,中級,33,203.49,0,空運,46.21,5.84,1.2,東北,遼寧,朝陽,傢俱產品,辦公裝飾品,Newell 339,中型箱子,2012/5/16,,
58147,2009/5/18,謝湘琪,高級,41,470.74,0.04,火車,24.09,10.98,3.99,東北,黑龍江,綏化,辦公用品,家用電器,3M Polarizing Light Filter Sleeves,小型箱子,2009/5/18,,
58150,2010/5/7,謝湘琪,中級,24,60.36,0.03,火車,-119.62,2.16,6.05,東北,黑龍江,綏化,辦公用品,夾子及其配件,Avery Durable Binders,小型箱子,2010/5/7,,
58151,2009/9/29,劉麗梅,高級,33,211.48,0.1,火車,18.15,6.75,2.99,華南,廣西,賀州,辦公用品,夾子及其配件,Accessory25,小型箱子,2009/9/29,,
58151,2009/9/29,李傑仁,高級,38,5601.1,0.02,空運,1515.70,142.86,19.99,華南,河南,鶴壁,辦公用品,容器，箱子,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",小型箱子,2009/9/29,,
58179,2011/9/5,胡斌,中級,3,39.49,0.1,火車,-12.99,11.58,5.72,華南,廣西,賀州,辦公用品,信封,252,小型箱子,2011/9/6,,
58181,2012/10/7,李傑仁,其它,5,36.43,0.04,火車,-22.04,5.98,7.15,華南,廣西,賀州,辦公用品,紙張,Okidata ML184 Turbo Dot Matrix Printers,小型箱子,2012/10/9,,
58182,2009/2/20,謝浩謙,高級,24,479.13,0.05,空運,166.92,19.23,6.15,華南,廣西,賀州,傢俱產品,辦公裝飾品,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",小型包裹,2009/2/22,,
58210,2012/12/6,謝浩謙,中級,38,144.03,0.03,火車,-139.52,3.58,5.47,華南,廣西,賀州,辦公用品,夾子及其配件,Boston 1730 StandUp Electric Pencil Sharpener,小型箱子,2012/12/7,,
58241,2010/9/7,韓北平,中級,36,146.71,0.01,火車,38.63,4,1.3,華東,浙江,台州,辦公用品,紙張,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",打包紙袋,2010/9/8,,
58241,2010/9/7,胡洋,中級,36,475.92,0.05,火車,-95.30,12.88,4.59,華東,山東,威海,辦公用品,剪刀，尺子，鋸,Xerox 1979,打包紙袋,2010/9/8,,
58247,2011/9/23,賀曉波,其它,8,1058.82,0.02,火車,211.73,131.12,0.99,華東,浙江,台州,辦公用品,家用電器,"Advantus Push Pins, Aluminum Head",小型箱子,2011/9/23,,
58247,2011/9/23,賀曉波,其它,14,92.07,0.09,火車,-64.50,6.48,7.86,華東,浙江,台州,辦公用品,紙張,"Micro Innovations Micro 3000 Keyboard, Black",小型箱子,2011/9/25,,
58273,2010/6/20,趙宇濤,高級,31,244.9,0.08,火車,-61.14,8.46,3.62,華東,安徽,池州,技術產品,電腦配件,Microsoft Multimedia Keyboard,小型包裹,2010/6/20,,
58277,2009/1/24,趙宇濤,中級,23,294.68,0.01,火車,-23.35,11.7,6.96,華東,安徽,池州,辦公用品,家用電器,Hewlett Packard LaserJet 3310 Copier,中型箱子,2009/1/26,,
58278,2012/9/10,朱偉,高級,37,3512.9,0.08,火車,2093.70,99.23,8.99,華南,廣東,陽江,傢俱產品,辦公裝飾品,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",小型包裹,2012/9/12,,
58278,2012/9/10,黃東亮,高級,4,281.5455,0.1,火車,-434.56,85.99,0.99,華南,廣東,陽江,技術產品,電話通信產品,"IBM Active Response Keyboard, Black",打包紙袋,2012/9/13,,
58279,2009/4/11,徐春光,中級,44,1317.34,0.03,火車,555.93,30.56,2.99,華南,廣東,陽江,辦公用品,夾子及其配件,Xerox 1959,小型箱子,2009/4/11,,
58308,2010/5/21,唐麗麗,其它,35,2173.26,0,大卡,-465.66,58.14,36.61,華北,河北,廊坊,傢俱產品,書架,Eldon® Wave Desk Accessories,巨型紙箱,2010/5/21,,
58308,2010/5/21,伍洋,其它,20,623.29,0,火車,57.44,29.99,5.5,東北,遼寧,朝陽,技術產品,電腦配件,"Eldon® Expressions™ Wood Desk Accessories, Oak",小型箱子,2010/5/22,,
58308,2010/5/21,李岩,其它,2,40.34,0.03,火車,-23.62,16.16,7.74,西南,重慶,重慶,傢俱產品,辦公裝飾品,Self-Adhesive Address Labels for Typewriters by Universal,小型箱子,2010/5/23,,
58310,2009/2/23,李岩,中級,22,834.81,0.03,火車,1.98,37.76,12.9,華南,廣西,賀州,辦公用品,容器，箱子,"Post-it® “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",小型箱子,2009/2/24,,
58337,2009/5/28,謝浩謙,低級,18,106.45,0.03,火車,-5.08,5.85,2.27,華南,廣西,賀州,辦公用品,筆、美術用品,Avery Durable Poly Binders,打包紙袋,2009/5/30,,
58339,2009/6/13,謝浩謙,高級,9,1608.87,0.07,火車,346.98,177.98,0.99,華東,浙江,台州,辦公用品,家用電器,Xerox 1882,小型箱子,2009/6/13,,
58339,2009/6/13,吳璿,高級,11,37.64,0.01,空運,7.52,2.08,1.49,西北,新疆,克拉瑪依,辦公用品,夾子及其配件,GBC VeloBinder Strips,小型箱子,2009/6/14,,
58340,2011/1/8,吳璿,中級,36,1936.3,0.03,火車,278.12,50.98,13.66,華南,廣東,陽江,辦公用品,家用電器,2160i,小型箱子,2011/1/9,,
58342,2011/4/1,王延東,高級,40,1718.87,0.02,火車,754.10,40.98,1.99,華南,廣東,陽江,技術產品,電腦配件,"Global Stack Chair without Arms, Black",小型包裹,2011/4/1,,
58343,2009/1/9,趙江玲,其它,39,121.87,0.07,火車,11.32,3.29,1.35,華南,廣東,陽江,辦公用品,橡皮筋,Serrated Blade or Curved Handle Hand Letter Openers,打包紙袋,2009/1/11,,
58368,2012/7/9,李鵬晨,高級,4,14.23,0,火車,-4.43,2.08,5.33,華南,廣東,陽江,傢俱產品,辦公裝飾品,Xerox 1935,小型箱子,2012/7/11,,
58368,2012/7/9,高瑞光,高級,39,272.07,0.02,火車,-206.46,6.48,9.54,華北,北京,北京,辦公用品,紙張,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,小型箱子,2012/7/10,,
58368,2012/7/9,任錦凱,高級,5,325.43,0.09,空運,-76.11,64.98,6.88,華北,山西,太原,辦公用品,容器，箱子,Staples Surge Protector 6 outlet,小型箱子,2012/7/9,,
58369,2012/8/30,王麗霞,高級,46,320.57,0.1,火車,-114.20,7.1,6.05,華北,天津,天津,辦公用品,夾子及其配件,Peel & Stick Add-On Corner Pockets,小型箱子,2012/8/31,,
58369,2012/8/30,金林,高級,16,2013.8,0.01,大卡,-98.43,119.99,56.14,華北,山西,太原,技術產品,辦公機器,Wilson Jones DublLock® D-Ring Binders,巨型紙箱,2012/8/30,,
58371,2010/5/11,金林,中級,5,2168.05,0,火車,416.02,420.98,19.99,華北,天津,天津,辦公用品,夾子及其配件,Letter Size Cart,小型箱子,2010/5/13,,
58371,2010/5/11,魏禮岩,中級,44,303.07,0.02,火車,-238.45,6.48,9.68,華北,天津,天津,辦公用品,紙張,"Peel & Seel® Recycled Catalog Envelopes, Brown",小型箱子,2010/5/12,,
58371,2010/5/11,張穎,中級,48,1661.8,0.07,火車,202.68,36.55,13.89,華北,山西,太原,辦公用品,筆、美術用品,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),打包紙袋,2010/5/13,,
58372,2011/4/2,王向,低級,48,184.1,0.04,火車,43.20,3.98,0.7,華北,北京,北京,辦公用品,筆、美術用品,"Executive Impressions 13"" Clairmont Wall Clock",打包紙袋,2011/4/7,,
58372,2011/4/2, 陸路,低級,16,38.2,0.07,空運,4.34,2.21,1,華北,河北,廊坊,辦公用品,筆、美術用品,Avery Poly Binder Pockets,打包紙袋,2011/4/6,,
58407,2011/5/6,周桐,高級,29,1669.88,0.02,火車,548.92,55.48,14.3,華北,山西,太原,辦公用品,紙張,EcoTones® Memo Sheets,小型箱子,2011/5/9,,
58433,2011/7/1,周桐,高級,11,2020.58,0.01,大卡,-45.02,180.98,30,華北,河北,廊坊,傢俱產品,椅子,Martin-Yale Premier Letter Opener,巨型木箱,2011/7/2,,
58433,2011/7/1,邱宇華,高級,30,1533.46,0,火車,730.44,48.04,5.79,華北,山西,太原,辦公用品,紙張,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,小型箱子,2011/7/3,,
58433,2011/7/1,邱宇華,高級,20,5989.048,0.09,大卡,541.01,400.98,42.52,華北,內蒙古,烏蘭察布,傢俱產品,桌子,Xerox 213,巨型紙箱,2011/7/3,,
58434,2009/3/9,郝磊,高級,42,843.53,0.04,火車,268.32,19.23,6.15,華北,山西,太原,傢俱產品,辦公裝飾品,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",小型包裹,2009/3/10,,
58435,2012/5/7,王震環,低級,11,273.44,0.01,火車,-35.62,22.38,15.1,華北,內蒙古,烏蘭察布,辦公用品,夾子及其配件,Harmony HEPA Quiet Air Purifiers,小型箱子,2012/5/9,,
58470,2011/6/8,武駿,高級,24,1811.55,0.09,火車,512.69,81.32,0.99,華北,內蒙古,烏蘭察布,辦公用品,家用電器,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",小型箱子,2011/6/9,,
58470,2011/6/8,武駿,高級,13,49.08,0.06,火車,-0.31,3.71,1.93,華北,山西,太原,辦公用品,紙張,Accessory4,打包紙袋,2011/6/8,,
58470,2011/6/8,楊肇輝,高級,36,236.19,0.06,火車,-76.92,6.48,5.94,華北,河北,廊坊,辦公用品,紙張,Surelock™ Post Binders,小型箱子,2011/6/9,,
58470,2011/6/8,張穎,高級,45,854.14,0.01,火車,94.00,18.97,9.03,東北,遼寧,朝陽,辦公用品,紙張,O'Sullivan 3-Shelf Heavy-Duty Bookcases,小型箱子,2011/6/10,,
58470,2011/6/8,張穎,高級,5,159.5,0.09,火車,-57.98,31.98,6.72,東北,遼寧,朝陽,辦公用品,容器，箱子,Logitech Cordless Access Keyboard,小型箱子,2011/6/9,,
58496,2011/6/11,張穎,其它,20,137.97,0.06,火車,-123.94,6.48,10.05,東北,吉林,長春,辦公用品,紙張,Contemporary Wood/Metal Frame,小型箱子,2011/6/13,,
58500,2011/2/14,冷鵬,低級,17,1529.014,0.07,火車,14.01,110.99,8.99,東北,吉林,長春,技術產品,電話通信產品,"Companion Letter/Legal File, Black",小型箱子,2011/2/14,,
58502,2010/2/12,於春濤,中級,23,5186.31,0.03,大卡,1009.38,226.67,28.16,東北,吉林,長春,傢俱產品,椅子,"Dixon My First Ticonderoga Pencil, #2",巨型木箱,2010/2/14,,
58528,2010/10/27,譚柯,中級,14,700.95,0,火車,233.80,46.89,5.1,東北,吉林,長春,辦公用品,家用電器,Kensington 7 Outlet MasterPiece Power Center,中型箱子,2010/10/28,,
58528,2010/10/27,譚柯,中級,41,159.74,0.08,空運,-9.14,3.69,2.5,東北,遼寧,朝陽,辦公用品,信封,Economy Binders,小型箱子,2010/10/28,,
58564,2012/11/12,張子良,中級,49,103.03,0.07,火車,-82.63,2.08,2.56,東北,吉林,長春,辦公用品,剪刀，尺子，鋸,Eureka The Boss® Cordless Rechargeable Stick Vac,小型包裹,2012/11/13,,
58566,2011/8/23,林芳,其它,45,4680.89,0.07,火車,693.01,105.29,10.12,東北,遼寧,朝陽,傢俱產品,辦公裝飾品,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",大型箱子,2011/8/24,,
58566,2011/8/23,齊洪軍,其它,42,2414.9945,0.01,空運,624.71,65.99,4.99,東北,遼寧,朝陽,技術產品,電話通信產品,Acco® Hot Clips™ Clips to Go,小型箱子,2011/8/25,,
58593,2011/9/8,周雨生,中級,29,2018.45,0.08,火車,-812.25,70.71,37.58,東北,遼寧,朝陽,傢俱產品,辦公裝飾品,Eldon® Wave Desk Accessories,打包紙袋,2011/9/9,,
58595,2010/8/29,周雨生,高級,41,812.21,0.06,空運,-128.02,20.28,14.39,東北,黑龍江,綏化,傢俱產品,辦公裝飾品,Xerox 1905,小型箱子,2010/8/30,,
58598,2011/8/22,周雨生,中級,50,13608.83,0.1,大卡,1342.93,300.98,64.73,東北,黑龍江,綏化,傢俱產品,椅子,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,巨型木箱,2011/8/23,,
58598,2011/8/22,鄧久光,中級,25,89.32,0.01,火車,33.46,3.41,0.7,東北,黑龍江,綏化,辦公用品,橡皮筋,"Wilson Jones Hanging View Binder, White, 1""",打包紙袋,2011/8/23,,
58599,2010/1/14,鄧久光,中級,49,5332.42,0.06,大卡,-219.20,113.98,30,東北,吉林,長春,傢俱產品,椅子,Hewlett-Packard 2600DN Business Color Inkjet Printer,巨型木箱,2010/1/15,,
58599,2010/1/14,李大智,中級,19,2328.62,0,大卡,45.54,120.98,30,東北,黑龍江,綏化,傢俱產品,椅子,GBC DocuBind 200 Manual Binding Machine,巨型木箱,2010/1/15,,
58626,2011/12/30,李大智,高級,23,6641.14,0.05,大卡,673.77,300.98,64.73,東北,吉林,長春,傢俱產品,椅子,Xerox 1993,巨型木箱,2012/1/1,,
58626,2011/12/30,李大智,高級,21,10469.03,0.07,大卡,2608.72,500.98,26,西南,雲南,曲靖,傢俱產品,椅子,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",巨型木箱,2012/1/2,,
58626,2011/12/30,孫大強,高級,18,835.55,0.04,火車,171.59,45.19,1.99,西南,雲南,曲靖,技術產品,電腦配件,4009® Highlighters by Sanford,小型包裹,2011/12/31,,
58628,2009/3/24,孫大強,中級,23,2527.792,0.09,大卡,-335.32,138.75,52.42,華南,廣西,賀州,傢俱產品,桌子,"Quartet Alpha® White Chalk, 12/Pack",巨型紙箱,2009/3/25,,
58656,2010/12/4,李棟亮,高級,5,39.44,0,火車,-0.94,6.75,2.99,華南,廣西,賀州,辦公用品,夾子及其配件,Xerox 194,小型箱子,2010/12/6,,
58656,2010/12/4,唐華,高級,3,11.01,0.09,火車,-1.42,2.08,5.33,華南,河南,鶴壁,傢俱產品,辦公裝飾品,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,小型箱子,2010/12/6,,
58657,2010/3/27,唐華,中級,43,1338.12,0.04,火車,519.70,31.78,1.99,華南,河南,鶴壁,技術產品,電腦配件,Xerox 1937,小型包裹,2010/3/29,,
58658,2012/6/11,唐華,中級,7,883.23,0.09,大卡,-404.36,120.98,58.64,華南,廣西,賀州,傢俱產品,書架,Bretford CR8500 Series Meeting Room Furniture,巨型紙箱,2012/6/12,,
58658,2012/6/11,周文龍,中級,41,917.25,0.01,火車,-103.75,20.97,6.5,華南,河南,鶴壁,技術產品,電腦配件,"Executive Impressions 13"" Clairmont Wall Clock",小型箱子,2012/6/12,,
58658,2012/6/11,謝愚舅,中級,46,760.801,0.1,火車,348.59,20.99,0.99,華南,廣西,賀州,技術產品,電話通信產品,"Avery Flip-Chart Easel Binder, Black",打包紙袋,2012/6/13,,
58659,2010/10/24,謝若愚,高級,2,21.01,0.03,火車,-13.13,6.48,8.19,華南,海南,三沙,辦公用品,紙張,Kensington 4 Outlet MasterPiece® Compact Power Control Center,小型箱子,2010/10/26,,
58688,2009/3/29,謝若愚,其它,18,215.93,0.08,火車,-41.87,11.97,5.81,華南,廣西,賀州,辦公用品,筆、美術用品,"""While you Were Out"" Message Book, One Form per Page",小型包裹,2009/3/31,,
58690,2011/11/5,謝若愚,高級,14,3023.73,0.09,大卡,-1068.01,218.75,69.64,華南,海南,三沙,傢俱產品,桌子,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",巨型紙箱,2011/11/6,,
58693,2009/10/21,謝若愚,低級,50,876.64,0,火車,-126.68,15.99,13.18,華南,河南,鶴壁,辦公用品,夾子及其配件,Computer Printout Paper with Letter-Trim Perforations,小型箱子,2009/10/25,,
58720,2010/3/7,謝若愚,其它,43,2378.82,0.02,火車,597.16,52.4,16.11,華南,廣西,賀州,辦公用品,夾子及其配件,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,小型箱子,2010/3/7,,
58720,2010/3/7,朱鳳,其它,6,202.62,0.02,空運,13.87,30.98,8.74,華南,廣西,賀州,辦公用品,紙張,Xerox 1997,小型箱子,2010/3/8,,
58722,2012/10/11,邱中立,中級,45,4042.96,0.05,大卡,-699.72,89.99,42,華南,河南,鶴壁,傢俱產品,椅子,LX 677,巨型木箱,2012/10/13,,
58725,2010/5/20,賀曉晨,其它,20,148.31,0.03,火車,37.33,7.04,2.17,華南,河南,鶴壁,辦公用品,紙張,Hon GuestStacker Chair,打包紙袋,2010/5/21,,
58725,2010/5/20,馬林,其它,39,335.35,0.05,火車,-134.97,8.74,8.29,華南,廣西,賀州,辦公用品,信封,Bionaire Personal Warm Mist Humidifier/Vaporizer,小型箱子,2010/5/21,,
58727,2009/7/6,馬林,中級,20,525.78,0.03,火車,180.64,26.48,6.93,華南,海南,三沙,傢俱產品,辦公裝飾品,Colored Envelopes,小型箱子,2009/7/7,,
58755,2011/12/3,李若愚,低級,7,15.61,0.03,火車,-5.19,2.08,1.49,華南,海南,三沙,辦公用品,夾子及其配件,Kleencut® Forged Office Shears by Acme United Corporation,小型箱子,2011/12/5,,
58755,2011/12/3,肖澤宇,低級,18,47.11,0,火車,-95.42,2.18,7.09,華南,廣西,賀州,辦公用品,紙張,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,打包紙袋,2011/12/12,,
58759,2009/1/21,肖澤宇,低級,4,33.44,0.1,火車,-6.88,8.01,2.87,華南,海南,三沙,辦公用品,紙張,MicroTAC 650,打包紙袋,2009/1/28,,
58784,2009/1/18,陳正立,中級,12,141.9,0.02,火車,1.46,11.58,5.72,華東,安徽,池州,辦公用品,信封,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",小型箱子,2009/1/19,,
58784,2009/1/18,蒙曉平,中級,29,1379.1,0.06,火車,573.80,48.91,5.81,華北,北京,北京,辦公用品,紙張,"Career Cubicle Clock, 8 1/4"", Black",小型箱子,2009/1/18,,
58784,2009/1/18,包若男,中級,17,278.76,0.02,火車,-210.09,15.51,17.78,華北,北京,北京,辦公用品,容器，箱子,"Global Leather and Oak Executive Chair, Black",小型箱子,2009/1/19,,
58784,2009/1/18,包若男,中級,25,8875.17,0.05,大卡,2372.08,350.99,39,華北,北京,北京,傢俱產品,椅子,Advantus SlideClip™ Paper Clips,巨型木箱,2009/1/20,,
58784,2009/1/18,朱英,中級,20,331.21,0.04,空運,-67.38,15.99,9.4,華北,北京,北京,技術產品,辦公機器,Hon Comfortask® Task/Swivel Chairs,小型箱子,2009/1/20,,
58788,2010/2/1,朱英,低級,31,983.78,0.04,火車,43.72,30.98,6.5,華北,天津,天津,技術產品,電腦配件,Hon Every-Day® Chair Series Swivel Task Chairs,小型箱子,2010/2/3,,
58789,2010/8/5,陳岩,低級,26,195.51,0.03,火車,-105.72,7.3,7.72,華北,北京,北京,辦公用品,夾子及其配件,"Global Leather and Oak Executive Chair, Black",小型箱子,2010/8/9,,
58789,2010/8/5,陳岩,低級,38,377.13,0.02,火車,-10.29,9.77,6.02,華北,天津,天津,傢俱產品,辦公裝飾品,Global Troy™ Executive Leather Low-Back Tilter,中型箱子,2010/8/10,,
58818,2009/4/15,陳岩,中級,41,998.05,0.01,火車,391.14,22.98,1.99,西北,新疆,克拉瑪依,技術產品,電腦配件,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",小型包裹,2009/4/16,,
58818,2009/4/15,朱鳳,中級,20,4353.02,0.1,大卡,661.77,226.67,28.16,西北,甘肅,酒泉,傢俱產品,椅子,Balt Split Level Computer Training Table,巨型木箱,2009/4/17,,
58820,2010/2/27,魏悅,低級,24,307.49,0.01,火車,61.51,12.2,6.02,西北,甘肅,酒泉,傢俱產品,辦公裝飾品,Wilson Jones DublLock® D-Ring Binders,小型包裹,2010/3/4,,
58851,2010/6/7,魏悅,低級,3,23.93,0.1,火車,-6.39,8.34,0.96,西北,陝西,漢中,傢俱產品,辦公裝飾品,Eldon® Wave Desk Accessories,打包紙袋,2010/6/11,,
58851,2010/6/7,張玲玲,低級,14,2027.55,0.04,火車,537.40,140.99,13.99,西北,甘肅,酒泉,技術產品,辦公機器,"Memorex 4.7GB DVD-RAM, 3/Pack",中型箱子,2010/6/14,,
58853,2012/5/13,肖澤宇,中級,27,5307.5,0.09,大卡,1116.67,200.98,23.76,華東,浙江,台州,傢俱產品,椅子,O'Sullivan Living Dimensions 2-Shelf Bookcases,巨型木箱,2012/5/14,,
58854,2010/4/24,肖澤宇,中級,35,6130.9,0.03,大卡,583.15,170.98,35.89,華東,山東,威海,傢俱產品,書架,Microsoft Internet Keyboard,巨型紙箱,2010/4/25,,
58854,2010/4/24,肖澤宇,中級,10,193.205,0,火車,-52.24,20.99,4.81,華東,浙江,台州,技術產品,電話通信產品,Accessory21,中型箱子,2010/4/26,,
58855,2010/10/31,李維晗,中級,38,69.26,0.07,火車,-113.86,1.74,4.08,華東,浙江,台州,傢俱產品,辦公裝飾品,Xerox 217,小型包裹,2010/10/31,,
58883,2012/8/12,趙正玉,低級,36,161.56,0,火車,59.67,4.13,0.99,華東,浙江,台州,辦公用品,標籤,Staples SlimLine Pencil Sharpener,小型箱子,2012/8/17,,
58884,2011/3/21,錢鋒,低級,29,87.68,0.03,火車,23.14,2.88,0.99,華東,浙江,台州,辦公用品,標籤,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,小型箱子,2011/3/26,,
58884,2011/3/21,孫虎,低級,46,3732.25,0.1,大卡,-1255.86,85.29,60,華東,浙江,台州,傢俱產品,桌子,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",巨型木箱,2011/3/26,,
58913,2010/5/11,李江玲,中級,23,144.55,0.07,火車,-60.17,6.48,5.94,華東,浙江,台州,辦公用品,紙張,Ibico Laser Imprintable Binding System Covers,小型箱子,2010/5/13,,
